"JeffCoFacilityID","UniqueID","SchoolName","SystemCategory","AssetType","PriorityScore","ConditionSource","Unit","UnitValue","ReplacementCost","Location","Building","System","ID","Priority","Date of New Deficiency Created or Existing Modified","New RSMeans Deficiency Description","Deficiency (Scope Of Work)","Qty","UoM","Cost with Inflation Factor"
"743","North Area Transportation Center - Indiana","North Area Transportation Center - Indiana","08_Facilities Deficiency","Site","2","02.2 Facilities Deficiency Projects","LS","1","154000.00","North Area Transportation Center - Indiana","Site Level Deficiencies","Site","201240","2","4/1/2022","Install New Above Ground Fuel Storage Tank","Fuel Tanks ????","1","LS","$154,000.00"
"743","North Area Transportation Center - Indiana","North Area Transportation Center - Indiana","08_Facilities Deficiency","Fire and Life Safety","3","02.2 Facilities Deficiency Projects","SYSTEM","","70000.00","North Area Transportation Center - Indiana","Main Bldg.","Fire and Life Safety","201241","3","4/1/2022","Replace Existing Security Detection and Alarm System","replacement of security alarm","","SYSTEM","$70,000.00"
"743","North Area Transportation Center - Indiana","North Area Transportation Center - Indiana","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","North Area Transportation Center - Indiana","Site Level Deficiencies","Other","201242","3","4/1/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"744","North Area Transportation Center - Joyce","North Area Transportation Center - Joyce","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","North Area Transportation Center - Joyce","Site Level Deficiencies","Other","201247","3","4/1/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","472500.00","North Arvada MS","Main Bldg.","Interior","201252","3","4/1/2022","Replace Existing Food Service Equipment","Install New Walk-in Freezer; Replace Existing Serving Line with New Hot/Cold Serving Line;  Install New Class II Kitchen Exhaust Hood","1","LS","$472,500.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Structure","2","02.2 Facilities Deficiency Projects","EACH","1","140000.00","North Arvada MS","Main Bldg.","Structure","201255","2","4/1/2022","Replace Interior Concrete Slab-on-Grade","Floor Settling in Cafeteria","1","EACH","$140,000.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","20000","140000.00","North Arvada MS","Site Level Deficiencies","Site","201256","3","4/1/2022","Replace Existing Asphalt Paving","south asphalt wrapping the building =fire land, drainage north of shops, service drive, asphalt path south of track/field","20000","SQFT","$140,000.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Plumbing","3","02.2 Facilities Deficiency Projects","SYSTEM","1","140000.00","North Arvada MS","Gym","Plumbing","201257","3","4/1/2022","Replace Existing Athletic Locker","Gym locker room shower upgrade","1","SYSTEM","$140,000.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","SYSTEM","1","140000.00","North Arvada MS","Main Bldg.","Interior","201258","3","4/1/2022","Replace Existing Auditorium/Theater Fixed Seating","Replace auditorium seating","1","SYSTEM","$140,000.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Plumbing","2","02.2 Facilities Deficiency Projects","SYSTEM","1","56000.00","North Arvada MS","Main Bldg.","Plumbing","201259","2","4/1/2022","Replace Existing Domestic Water Heater - 120 Gal","replace main water heater","1","SYSTEM","$56,000.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Exterior","2","02.2 Facilities Deficiency Projects","EACH","1","35000.00","North Arvada MS","Main Bldg.","Exterior","201261","2","4/1/2022","Paint Building Exterior Components","Exterior doors need paint","1","EACH","$35,000.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Fire and Life Safety","1","02.2 Facilities Deficiency Projects","SYSTEM","1","14000.00","North Arvada MS","Main Bldg.","Fire and Life Safety","201262","1","4/1/2022","Replace Existing Domestic Water Backflow Preventer","Replace fire backflow","1","SYSTEM","$14,000.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","12717.60","North Arvada MS","Main Bldg.","Specialties","201263","4","4/1/2022","Install New Interior Signage","Install Door Tag Signage Package","1","LS","$12,717.60"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","6300.00","North Arvada MS","Site Level Deficiencies","Other","201264","3","4/1/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$6,300.00"
"214","CO-1420-6330","North Arvada MS","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","2100.00","North Arvada MS","Site Level Deficiencies","Other","201265","3","4/1/2022","Lead Assessment and Study","Perform Lead Study on playground equipment. ","1","LS","$2,100.00"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","1","840000.00","Oberon MS","Main Bldg.","Interior","201270","4","3/22/2024","Replace All Student Furniture","Replace all student furniture","1","EACH","$840,000.00"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","2217469.80","Oberon MS","Main Bldg.","HVAC","201271","2","3/22/2024","Replace Existing Air Handler Unit","AHUs","1","SYSTEM","$2,217,469.80"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","456750.00","Oberon MS","Main Bldg.","Interior","201272","3","3/22/2024","Replace Existing Food Service Equipment","Replace Existing Serving Line with New Hot/Cold Serving Line; Replace Existing AM8  Dishwasher System with New Dishwasher System; Replace Existing Water Cooled Refrigeration with New Walk in Refrigerator; Install New Class II Kitchen Exhaust Hood","1","LS","$456,750.00"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Exterior","2","02.2 Facilities Deficiency Projects","EACH","1","350000.00","Oberon MS","Main Bldg.","Exterior","201273","2","3/22/2024","Replace Existing Exterior Windows","This school still has a lot of original glass and frames. * 1/4"" glass set in putty","1","EACH","$350,000.00"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","140000.00","Oberon MS","Site Level Deficiencies","Site","201274","3","3/22/2024","Replace Existing Concrete Paving","north entry plaza settling","1","EACH","$140,000.00"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","140000.00","Oberon MS","Site Level Deficiencies","Site","201275","3","3/22/2024","Install New Site Water Utility Distribution Piping","pond ditch new/pump or piping","1","EACH","$140,000.00"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","19076.40","Oberon MS","Main Bldg.","Specialties","201276","4","3/22/2024","Install New Interior Signage","Install Door Tag Signage Package and Room Number Signage Package","1","LS","$19,076.40"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Plumbing","2","02.2 Facilities Deficiency Projects","SYSTEM","1","14000.00","Oberon MS","Main Bldg.","Plumbing","201277","2","3/22/2024","Replace Existing Domestic Water Backflow Preventer","replace main backflow","1","SYSTEM","$14,000.00"
"215","CO-1420-6470","Oberon MS","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","6300.00","Oberon MS","Site Level Deficiencies","Other","201278","3","3/22/2024","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$6,300.00"
"140","CO-1420-6804","Parmalee ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","225750.00","Parmalee ES","Main Bldg.","Interior","201283","3","4/1/2022","Replace Existing Food Service Equipment","Install New Walk-in Freezer; Replace Existing Serving Line with New Hot/Cold Serving Line; Install New Class II Kitchen Exhaust Hood","1","LS","$225,750.00"
"140","CO-1420-6804","Parmalee ES","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","Sq","62","86800.00","Parmalee ES","Main Bldg.","Roofing","201284","1","5/1/2024","Replace Existing Built-Up Roofing System","saw tooth section needs replaced ASAP","62","Sq","$86,800.00"
"140","CO-1420-6804","Parmalee ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","84000.00","Parmalee ES","Main Bldg.","HVAC","201285","2","4/1/2022","Replace Existing Water Heater","Replace the water heater with a forced draft water heater","1","SYSTEM","$84,000.00"
"140","CO-1420-6804","Parmalee ES","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","Parmalee ES","Site Level Deficiencies","Other","201286","3","4/1/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","SYSTEM","1","784000.00","Parr ES","Main Bldg.","HVAC","201291","2","10/4/2022","Replace Existing Roof Top Unit (RTU)","Replace RTUs","1","SYSTEM","$784,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","20","336000.00","Parr ES","Main Bldg.","Interior","201293","4","10/4/2022","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","Casework/teacher storage","20","EACH","$336,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","EACH","5","210000.00","Parr ES","Main Bldg.","Interior","201294","3","10/4/2022","Replace Existing Demountable Partition with Fixed Gypsum Board Partition","Replace Existing Demountable Partitions with Gypsum Board Walls","5","EACH","$210,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LS","1","210000.00","Parr ES","Main Bldg.","Interior","201295","3","10/4/2022","Replace Existing Food Service Equipment","Install New Walk-in Freezer; Replace Existing Serving Line with New Hot/Cold Serving Line; Replace Existing Water Cooled Refrigeration with New Walk in Refrigerator","1","LS","$210,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Electrical","2","02.2 Facilities Deficiency Projects","LS","1","210000.00","Parr ES","Main Bldg.","Electrical","201296","2","10/4/2022","Install New Interior Lighting Controls","Dimmable light controls","1","LS","$210,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","EACH","1","140000.00","Parr ES","Site Level Deficiencies","Site","201297","3","10/4/2022","Install New Stormwater Drainage System","drain system between school & park","1","EACH","$140,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Plumbing","3","02.2 Facilities Deficiency Projects","EACh","6","63000.00","Parr ES","Main Bldg.","Plumbing","201298","3","10/4/2022","Install New Domestic Cold Water Piping","Hot Water to West Wing Classrooms","6","EACh","$63,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","EACH","15","63000.00","Parr ES","Main Bldg.","Specialties","201299","4","10/4/2022","Install New Audio Enhancement System","Audio Enhancement","15","EACH","$63,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","EACH","1","28000.00","Parr ES","Gym","Interior","201300","4","10/4/2022","Paint Existing Interior Surfaces - Walls","Gym needs painted","1","EACH","$28,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Fire and Life Safety","2","02.2 Facilities Deficiency Projects","SYSTEM","1","14000.00","Parr ES","Main Bldg.","Fire and Life Safety","201301","2","10/4/2022","Replace Existing Interior Signage","replace interior signage","1","SYSTEM","$14,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Fire and Life Safety","1","02.2 Facilities Deficiency Projects","SYSTEM","1","14000.00","Parr ES","Main Bldg.","Fire and Life Safety","201302","1","10/4/2022","Replace Existing Security Detection and Alarm System","replace security alarm","1","SYSTEM","$14,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","LS","1","14000.00","Parr ES","Main Bldg.","Interior","201303","4","10/4/2022","Replace Existing Interior Signage","Interior signage including wayfinding & capacity","1","LS","$14,000.00"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LS","1","6582.80","Parr ES","Main Bldg.","Specialties","201304","4","10/4/2022","Install New Interior Signage","Install Door Number Signage Package","1","LS","$6,582.80"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Other","3","02.2 Facilities Deficiency Projects","LS","1","3500.00","Parr ES","Site Level Deficiencies","Other","201305","3","10/4/2022","Engineering Assessment and Study","Map the stormwater features, piping, and flow direction of stormwater","1","LS","$3,500.00"
"724;725;726;727","Patterson Cottages","Patterson Cottages","08_Facilities Deficiency","HVAC","1","02.2 Facilities Deficiency Projects","SYSTEM","1","70004.20","Patterson Cottages","Main Bldg.","HVAC","201307","1","4/1/2022","Replace Existing Residential Furnace","Replace furnaces","1","SYSTEM","$70,004.20"
"724;725;726;727","Patterson Cottages","Patterson Cottages","08_Facilities Deficiency","HVAC","1","02.2 Facilities Deficiency Projects","SYSTEM","1","70002.80","Patterson Cottages","Main Bldg.","HVAC","201308","1","4/1/2022","Replace Existing Residential Furnace","Replace furnaces","1","SYSTEM","$70,002.80"
"724;725;726;727","Patterson Cottages","Patterson Cottages","08_Facilities Deficiency","HVAC","1","02.2 Facilities Deficiency Projects","SYSTEM","1","70001.40","Patterson Cottages","Main Bldg.","HVAC","201309","1","4/1/2022","Replace Existing Residential Furnace","Replace furnaces","1","SYSTEM","$70,001.40"
