"JeffCoFacilityID","UniqueID","SchoolName","SystemCategory","AssetType","PriorityScore","ConditionSource","Unit","UnitValue","ReplacementCost","Location","Building","System","ID","Priority","Date of New Deficiency Created or Existing Modified","New RSMeans Deficiency Description","Deficiency (Scope Of Work)","Qty","UoM","Cost with Inflation Factor"
"512","CO-1420-0950","Bradford K-8 South","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","LF","90","10736.84","Bradford K-8 South","Main Bldg.","Interior","1700","3","3/18/2024","Replace Existing Fixed Casework - Countertops","Countertop requires replacement","90","LF","$10,736.84"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","600","63228.02","Parr ES","Site Level Deficiencies","Site","1705","4","10/4/2022","Install New Custom Fence/Gate - Wood","Fence/Gate (Wood) requires replacement","600","LF","$63,228.02"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","7500","7953.20","Parr ES","Site Level Deficiencies","Site","1706","3","10/4/2022","Replace Existing Ornamental Lawn","Sodding requires replacement","7500","SF","$7,953.20"
"784","CO-1420-6806","Parr ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","12000","38175.41","Parr ES","Main Bldg.","Interior","1708","4","10/4/2022","Paint Existing Interior Surfaces - Walls","LC: The Interior / Interior Paint and Wall Finishes / Vinyl/Fabric Wall Covering system is beyond its useful life.","12000","SF","$38,175.41"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","2750","112191.80","Standley Lake HS","Main Bldg.","Specialties","1709","4","","Replace Existing Fixed Casework - Base Cabinet","The Base Storage Cabinets Require Repainting","2750","LF","$112,191.80"
"316","CO-1420-8209","Standley Lake HS","08_Facilities Deficiency","Structure","1","02.2 Facilities Deficiency Projects","SF","240","22831.02","Standley Lake HS","Main Bldg.","Structure","1710","1","","Replace Existing Exterior Concrete Steps","Concrete stairs require replacements","240","SF","$22,831.02"
"130","CO-1420-5350","Lukas ES","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","Ea.","1","1644.76","Lukas ES","Main Bldg.","HVAC","1717","4","10/10/2022","Remove Abandoned HVAC Equipment","HVAC Equipment is Abandoned and Requires Removal","1","Ea.","$1,644.76"
"119","CO-1420-3622","Green Gables ES","08_Facilities Deficiency","Roofing","3","02.2 Facilities Deficiency Projects","Ea.","4","14359.97","Green Gables ES","Main Bldg.","Roofing","1729","3","2/10/2023","Install New Roof Drain and Piping","Drains And Piping Are Needed To Eliminate Ponding","4","Ea.","$14,359.97"
"307","CO-1420-1886","Conifer HS","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","768","10680.63","Conifer HS","Transportable","Roofing","1769","1","","Replace Existing Shingle/Shake Roofing System","Shingle Roof Requires Replacement","768","SF","$10,680.63"
"151","CO-1420-7753","Semper ES","08_Facilities Deficiency","Roofing","4","02.2 Facilities Deficiency Projects","Ea.","3","21000.00","Semper ES","Main Bldg.","Roofing","1794","4","5/1/2024","Install New Pre-Fabricated Roof Curb","HVAC Curbs are too Low and Should be Raised and Reflashed (<8"")","3","Ea.","$21,000.00"
"161","CO-1420-8432","Swanson ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Ea.","8","11735.40","Swanson ES","Main Bldg.","Interior","1796","4","10/10/2022","Replace Existing Architectural Louvers","Wall Louver requires replacement","8","Ea.","$11,735.40"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Roofing","3","02.2 Facilities Deficiency Projects","Sq","12","18992.64","Mount Evans OELS","Storage / Archery Shed","Roofing","1809","3","5/1/2024","Replace Existing Shingle/Shake Roofing System","Shake Roof Replacement","12","Sq","$18,992.64"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Roofing","3","02.2 Facilities Deficiency Projects","Sq","15","13011.28","Mount Evans OELS","Caretaker D","Roofing","1812","3","5/1/2024","Replace Existing Shingle/Shake Roofing System","Shake Roof Replacement","15","Sq","$13,011.28"
"724;725;726;727","Patterson Cottages","Patterson Cottages","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","3404","47339.67","Patterson Cottages","Patterson Cottage A","Roofing","1830","1","","Replace Existing Shingle/Shake Roofing System","Shingle Roof Requires Replacement","3404","SF","$47,339.67"
"724;725;726;727","Patterson Cottages","Patterson Cottages","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","3472","48285.36","Patterson Cottages","Patterson Cottage B","Roofing","1833","1","","Replace Existing Shingle/Shake Roofing System","Shingle Roof Requires Replacement","3472","SF","$48,285.36"
"724;725;726;727","Patterson Cottages","Patterson Cottages","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","3472","48285.36","Patterson Cottages","Patterson Cottage C","Roofing","1836","1","","Replace Existing Shingle/Shake Roofing System","Shingle Roof Requires Replacement","3472","SF","$48,285.36"
"724;725;726;727","Patterson Cottages","Patterson Cottages","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","3472","48285.36","Patterson Cottages","Patterson Cottage D","Roofing","1839","1","","Replace Existing Shingle/Shake Roofing System","Shingle Roof Requires Replacement","3472","SF","$48,285.36"
"222","Windy Peak OELS","Windy Peak OELS","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","600","11088.67","Windy Peak OELS","Main Electrical Disconnect","Roofing","1878","1","5/1/2024","Replace Existing Modified Roofing System","The Modified Roof Covering Is Damaged And Requires Replacement","600","SF","$11,088.67"
"222","Windy Peak OELS","Windy Peak OELS","08_Facilities Deficiency","Roofing","1","02.2 Facilities Deficiency Projects","SF","960","12407.01","Windy Peak OELS","Transportable - Archery/Flytying","Roofing","1904","1","5/1/2024","Replace Existing Shingle/Shake Roofing System","Shingle Roof Requires Replacement","960","SF","$12,407.01"
"108","CO-1420-8090","Deane ES","08_Facilities Deficiency","Roofing","2","02.2 Facilities Deficiency Projects","Ea.","1","2544.12","Deane ES","Main Bldg.","Roofing","1908","2","5/1/2024","Replace Existing Skylight","Skylight is Damaged and Requires Replacement","1","Ea.","$2,544.12"
"SOLD-5","CO-1420-0148","Allendale ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","20000","32317.81","Allendale ES","Site Level Deficiencies","Site","1942","3","","Regrade Existing Site Area","Site Drainage is Inadequate and Requires Regrading","20000","SF","$32,317.81"
"SOLD-5","CO-1420-0148","Allendale ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF Surf","80000","232380.20","Allendale ES","Site Level Deficiencies","Site","1943","3","","Regrade Existing Site Area","Play Field Requires Regrading or New","80000","SF Surf","$232,380.20"
"SOLD-5","CO-1420-0148","Allendale ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","2000","40871.01","Allendale ES","Site Level Deficiencies","Site","1944","3","","Replace Existing Concrete Paving","Concrete Walks Are Damaged And Require Replacement","2000","SF","$40,871.01"
"SOLD-5","CO-1420-0148","Allendale ES","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","5000","12592.58","Allendale ES","Main Bldg.","Exterior","1949","4","","Paint Building Exterior Components","The Exterior Requires Painting","5000","SF Wall","$12,592.58"
"789","CO-1420-2189","Zerger ES","08_Facilities Deficiency","Exterior","3","02.2 Facilities Deficiency Projects","SF","160","7246.26","Zerger ES (Doral Academy)","Main Bldg.","Exterior","2041","3","","Install New Exterior Brick Masonry Wall","Brick Wall is missing and is needed","160","SF","$7,246.26"
"165","CO-1420-9232","Warder ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","600","63228.02","Warder ES","Site Level Deficiencies","Site","2067","4","1/11/2023","Install New Custom Fence/Gate - Wood","Fence/Gate (Wood) requires replacement","600","LF","$63,228.02"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","1100","2964.78","Arvada West HS","Transportable","Exterior","2073","4","","Paint Building Exterior Components","The Exterior Requires Cleaning","1100","SF Wall","$2,964.78"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","1100","2770.36","Arvada West HS","Transportable","Exterior","2074","4","","Paint Building Exterior Components","The Exterior Requires Painting","1100","SF Wall","$2,770.36"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Exterior","2","02.2 Facilities Deficiency Projects","Door","2","12488.76","Arvada West HS","Transportable","Exterior","2075","2","","Replace Existing Exterior Door and Frame","The Wood Exterior Door Is Damaged And Requires Replacement","2","Door","$12,488.76"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Exterior","2","02.2 Facilities Deficiency Projects","Ea.","2","4816.11","Arvada West HS","Transportable","Exterior","2076","2","","Replace Existing Exterior Windows","The Aluminum Window Is Damaged And Requires Replacement","2","Ea.","$4,816.11"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","Door","2","1215.07","Arvada West HS","Transportable","Exterior","2078","4","","Replace Existing Exterior Door Hardware","The Exterior Entry Door Threshold Exceeds The Maximum Threshold Height","2","Door","$1,215.07"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","SF","50","14016.03","Arvada West HS","Transportable","Plumbing","2081","4","","Renovate Existing Area","The Restroom is Not ADA Compliant","50","SF","$14,016.03"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","20","1325.53","Arvada West HS","Transportable","Stairs and Elevators","2082","4","","Replace Existing Metal Handrail/Guardrail","The Handrails In The Stair Area Are Not ADA Compliant","20","LF","$1,325.53"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Stairs and Elevators","4","02.2 Facilities Deficiency Projects","LF","50","3313.84","Arvada West HS","Transportable","Stairs and Elevators","2083","4","","Replace Existing Metal Handrail/Guardrail","The Handrails In The Stair Area Are Not ADA Compliant","50","LF","$3,313.84"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","1000","1148.80","Arvada West HS","Transportable","Interior","2084","4","","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repainting","1000","SF Wall","$1,148.80"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","1125","8472.18","Arvada West HS","Transportable","Interior","2085","4","","Replace Existing Carpet","The Carpet Flooring Is Damaged And Requires Replacement","1125","SF","$8,472.18"
"302","CO-1420-0378","Arvada West HS","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Door","3","1083.75","Arvada West HS","Transportable","Interior","2086","4","","Refinish Existing Interior Wood Door","Interior Doors Require Refinishing","3","Door","$1,083.75"
"105","CO-1420-1244","Campbell Preschool","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LS","1","70000.00","Campbell ES","Site Level Deficiencies","Site","2217","3","8/31/2022","Regrade Existing Site Area","Site Drainage is Inadequate and Requires Regrading","1","LS","$70,000.00"
"105","CO-1420-1244","Campbell Preschool","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","Door","30","58800.00","Campbell ES","Main Bldg.","Interior","2238","3","8/31/2022","Replace Existing Interior Wood Door","Interior Doors Require Replacement","30","Door","$58,800.00"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","CAR","8","11382.04","Coal Creek Canyon K-8","Site Level Deficiencies","Site","2277","4","","Replace Existing Gravel Surface Area","Gravel Paving Is Damaged And Requires Replacement","8","CAR","$11,382.04"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","2","287.20","Coal Creek Canyon K-8","Site Level Deficiencies","Site","2284","4","","Replace Existing Exterior Signage","The Exterior Entry Signage At The Building Entry Does Not Meet ADA Requirements","2","Ea.","$287.20"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","20","173.21","Coal Creek Canyon K-8","Main Bldg.","Interior","2286","4","","Replace Existing Suspended Acoustical Tile Ceiling System","The Acoustical Ceilings Tiles Are Damaged And Require Replacement","20","SF","$173.21"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","2371","30383.21","Coal Creek Canyon K-8","Main Bldg.","Interior","2287","4","","Replace Existing VCT Flooring","The Vinyl Composition Tile Flooring Is Damaged And Requires Replacement","2371","SF","$30,383.21"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","Door","35","60760.32","Coal Creek Canyon K-8","Main Bldg.","Interior","2288","3","","Replace Existing Interior Wood Door","Interior Doors Require Replacement","35","Door","$60,760.32"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","40","22750.60","Coal Creek Canyon K-8","Main Bldg.","Specialties","2289","4","","Replace Existing Fixed Casework - Base Cabinet","The Base Storage Cabinets Require Replacement","40","LF","$22,750.60"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","40","11107.98","Coal Creek Canyon K-8","Main Bldg.","Specialties","2290","4","","Replace Existing Fixed Casework - Wall Mounted Upper Cabinets","The Upper Storage Cabinets Require Replacement","40","LF","$11,107.98"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","12","3439.76","Coal Creek Canyon K-8","Main Bldg.","Specialties","2291","4","","Replace Existing Fixed Casework - Wardrobe","The Wardrobe Storage Cabinets Require Replacement","12","LF","$3,439.76"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","7","9557.11","Coal Creek Canyon K-8","Main Bldg.","Specialties","2292","4","","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Demonstration Storage Cabinets Require Replacement","7","LF","$9,557.11"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","SF","750","8769.74","Coal Creek Canyon K-8","Main Bldg.","HVAC","2293","4","","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","750","SF","$8,769.74"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","Ea.","6","78537.96","Coal Creek Canyon K-8","Main Bldg.","HVAC","2297","2","","Replace Existing Unit Heater","Unit Ventilator -3.0 Ton requires replacement","6","Ea.","$78,537.96"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","MBH","140","697.45","Coal Creek Canyon K-8","Main Bldg.","HVAC","2298","2","","Replace Existing Residential Furnace","The Furnaces HVAC Component Is Damaged And Requires Replacement","140","MBH","$697.45"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","2","7593.11","Coal Creek Canyon K-8","Transportable","Plumbing","2313","4","","Replace Existing Standard Toilet Partition","The Existing Toilet Stall Does Not Meet Minimum ADA Requirements","2","Ea.","$7,593.11"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","Ea.","4","3578.95","Coal Creek Canyon K-8","Transportable","Plumbing","2314","4","","Replace Existing Toilet Accessory - ADA Grab Bars","The Restroom Grab Bars are not ADA Compliant","4","Ea.","$3,578.95"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","800","8395.06","Coal Creek Canyon K-8","Transportable","Interior","2316","4","","Replace Existing Suspended Acoustical Tile Ceiling System","The Suspended Ceiling Grid and Tiles Are Damaged And Require Replacement","800","SF","$8,395.06"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF Wall","350","402.08","Coal Creek Canyon K-8","Transportable","Interior","2317","4","","Paint Existing Interior Surfaces - Walls","Interior Gypboard Walls Require Repainting","350","SF Wall","$402.08"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","800","6024.68","Coal Creek Canyon K-8","Transportable","Interior","2319","4","","Replace Existing Carpet","The Carpet Flooring Is Damaged And Requires Replacement","800","SF","$6,024.68"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","5000","62577.41","Coal Creek Canyon K-8","Transportable","Interior","2320","4","","Replace Existing VCT Flooring","The Vinyl Composition Tile Flooring Is Damaged And Requires Replacement","5000","SF","$62,577.41"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","MBH","90","448.36","Coal Creek Canyon K-8","Transportable","HVAC","2325","2","","Replace Existing Residential Furnace","The Furnaces HVAC Component Is Damaged And Requires Replacement","90","MBH","$448.36"
"952","CO-1420-1730","Coal Creek Canyon K-8","08_Facilities Deficiency","Plumbing","3","02.2 Facilities Deficiency Projects","Ea.","2","7369.98","Coal Creek Canyon K-8","Transportable","Plumbing","2328","3","","Replace Existing Toilet","The Toilets Plumbing Fixtures Are Damaged And Should Be Replaced","2","Ea.","$7,369.98"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SF","1000","18497.37","Foster Dual Language PK-8","Site Level Deficiencies","Site","2364","3","8/8/2024","Replace Existing Concrete Paving","Concrete Walks Are Damaged And Require Replacement","1000","SF","$18,497.37"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","Interior","3","02.2 Facilities Deficiency Projects","Door","43","78638.25","Foster Dual Language PK-8","Main Bldg.","Interior","2375","3","8/8/2024","Replace Existing Interior Wood Door","Interior Doors Require Replacement","43","Door","$78,638.25"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","190","108065.34","Foster Dual Language PK-8","Main Bldg.","Specialties","2376","4","8/8/2024","Replace Existing Fixed Casework - Base Cabinet","The Base Storage Cabinets Require Replacement","190","LF","$108,065.34"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","190","52762.92","Foster Dual Language PK-8","Main Bldg.","Specialties","2377","4","8/8/2024","Replace Existing Fixed Casework - Wall Mounted Upper Cabinets","The Upper Storage Cabinets Require Replacement","190","LF","$52,762.92"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","54","15478.93","Foster Dual Language PK-8","Main Bldg.","Specialties","2378","4","8/8/2024","Replace Existing Fixed Casework - Wardrobe","The Wardrobe Storage Cabinets Require Replacement","54","LF","$15,478.93"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","7","9557.11","Foster Dual Language PK-8","Main Bldg.","Specialties","2379","4","8/8/2024","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Demonstration Storage Cabinets Require Replacement","7","LF","$9,557.11"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","TonAC","135","1190000.00","Foster Dual Language PK-8","Main Bldg.","HVAC","2382","2","8/8/2024","Replace Existing Roof Top Unit (RTU)","Package Roof Top Unit (RTU) Is Damaged And Requires Replacement","135","TonAC","$1,190,000.00"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","HVAC","4","02.2 Facilities Deficiency Projects","SF","800","9354.39","Foster Dual Language PK-8","Main Bldg.","HVAC","2383","4","8/8/2024","Replace Existing Variable Air Volume Units","Make-Up Air Inadequate And Should Be Increased","800","SF","$9,354.39"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","SF","42486","125398.49","Foster Dual Language PK-8","Main Bldg.","HVAC","2386","3","8/8/2024","Replace Existing Automated Building Systems Controls","Controls Are Inadequate And Should Be Replaced With DDC Controls","42486","SF","$125,398.49"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","Ea.","1","7376.60","Foster Dual Language PK-8","Main Bldg.","HVAC","2387","3","8/8/2024","Replace Existing Compressor","Air Compressor is Inoperable and Requires Replacement","1","Ea.","$7,376.60"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","HVAC","3","02.2 Facilities Deficiency Projects","LF","800","36309.06","Foster Dual Language PK-8","Main Bldg.","HVAC","2388","3","8/8/2024","Replace Existing Ductwork","Ductwork Is Damaged And Should Be Replaced","800","LF","$36,309.06"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","CFM","5000","30411.77","Foster Dual Language PK-8","Main Bldg.","HVAC","2390","2","8/8/2024","Replace Existing Air Handler Unit (AHU)","The Air Handler HVAC Component Is Damaged And Requires Replacement","5000","CFM","$30,411.77"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","Ea.","4","18336.57","Foster Dual Language PK-8","Main Bldg.","HVAC","2392","2","8/8/2024","Replace Exisitng In-Line Hydronic Circulating Pump:  ? 5 HP","Small HVAC Circulating Pump Requires Replacement","4","Ea.","$18,336.57"
"502","CO-1420-3088","Foster Dual Language PK-8","08_Facilities Deficiency","HVAC","2","02.2 Facilities Deficiency Projects","Ea.","2","38860.26","Foster Dual Language PK-8","Main Bldg.","HVAC","2393","2","8/8/2024","Replace Existing Heat Exchanger","Heat Exchanger Requires Replacement","2","Ea.","$38,860.26"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Roofing","3","02.2 Facilities Deficiency Projects","Sq","5","6960.52","Mount Evans OELS","Cowboy Bunkhouse","Roofing","2521","3","5/1/2024","Replace Existing Shingle/Shake Roofing System","Shake Roof Replacement","5","Sq","$6,960.52"
"221","Mount Evans OELS","Mount Evans OELS","08_Facilities Deficiency","Roofing","3","02.2 Facilities Deficiency Projects","Sq","25","34802.28","Mount Evans OELS","Log Cabin","Roofing","2522","3","5/1/2024","Replace Existing Shingle/Shake Roofing System","Shake Roof Replacement","25","Sq","$34,802.28"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","1000","114283.20","Fitzmorris ES","Site Level Deficiencies","Site","2527","3","","Replace Existing Chain Link Fence/Gate - 8 ft.","Fencing Is Damaged And Should Be Replaced (8' Chain Link Fence)","1000","LF","$114,283.20"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","LF","200","8123.88","Fitzmorris ES","Site Level Deficiencies","Site","2528","3","","Replace Existing Chain Link Fence/Gate - 4 ft.","Fencing Is Damaged And Should Be Replaced (4' Chain Link Fence)","200","LF","$8,123.88"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","2","26578.22","Fitzmorris ES","Site Level Deficiencies","Site","2529","4","","Replace Existing Chain Link Fence/Gate - 6 ft.","Gate Is Damaged And Requires Replacement","2","Ea.","$26,578.22"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","LF","400","82146.57","Fitzmorris ES","Site Level Deficiencies","Site","2530","4","","Install New Stormwater Drainage System","Site Drainage is Inadequate and Installation of Drainage Piping","400","LF","$82,146.57"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Site","4","02.2 Facilities Deficiency Projects","Ea.","2","23967.89","Fitzmorris ES","Site Level Deficiencies","Site","2536","4","","Replace Existing Baseball/Softball Backstops","Backstops Are Damaged And Require Replacement","2","Ea.","$23,967.89"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Exterior","4","02.2 Facilities Deficiency Projects","SF Wall","3312","8341.33","Fitzmorris ES","Main Bldg.","Exterior","2537","4","","Paint Building Exterior Components","The Exterior Requires Painting","3312","SF Wall","$8,341.33"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Site","3","02.2 Facilities Deficiency Projects","SQFT","2000","21846.79","Fitzmorris ES","Site Level Deficiencies","Site","2540","3","","Replace Existing Resilient Playground Synthetic Resilient Surface","The Playground Impact Surface Does Not Meet ADA Guidelines For Accessible Play Surfaces","2000","SQFT","$21,846.79"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","603","151366.99","Fitzmorris ES","Main Bldg.","Specialties","2541","4","","Replace Existing Fixed Casework - Base Cabinets and Wall Mounted Upper Cabinets","The Counter Heights Exceed Maximum ADA Height Requirements","603","LF","$151,366.99"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Door","6","9660.10","Fitzmorris ES","Main Bldg.","Interior","2543","4","","Replace Existing Interior Wood Door and Metal Frame","The Existing Door Width Does Not Meet The Minimum 32"" Width ADA Requirement","6","Door","$9,660.10"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Plumbing","4","02.2 Facilities Deficiency Projects","SF","250","70080.11","Fitzmorris ES","Main Bldg.","Plumbing","2544","4","","Renovate Existing Area","The Restroom is Not ADA Compliant","250","SF","$70,080.11"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","3320","42544.18","Fitzmorris ES","Main Bldg.","Interior","2546","4","","Replace Existing VCT Flooring","The Vinyl Composition Tile Flooring Is Damaged And Requires Replacement","3320","SF","$42,544.18"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","Door","36","13005.09","Fitzmorris ES","Main Bldg.","Interior","2547","4","","Refinish Existing Interior Wood Door","Interior Doors Require Refinishing","36","Door","$13,005.09"
"778","CO-1420-2946","Fitzmorris ES","08_Facilities Deficiency","Specialties","4","02.2 Facilities Deficiency Projects","LF","32","9172.70","Fitzmorris ES","Main Bldg.","Specialties","2548","4","","Replace Existing Fixed Casework - Wardrobe","The Wardrobe Storage Cabinets Require Replacement","32","LF","$9,172.70"
"163","CO-1420-9052","Van Arsdale ES","08_Facilities Deficiency","Interior","4","02.2 Facilities Deficiency Projects","SF","900","2373.88","Van Arsdale ES","Main Bldg.","Interior","2561","4","8/2/2024","Paint Existing Interior Surfaces","Paint/Coating requires replacement","900","SF","$2,373.88"
